enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,hit_counter
12939,city_104,0.924,Male,Has relevent experience,no_enrollment,,,>20,,,>4,32,not_hit
10539,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,Oct-49,Pvt Ltd,1,103,hit
30602,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,20,hit
10710,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,17,<10,Pvt Ltd,1,113,not_hit
708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,13,Oct-49,Funded Startup,3,76,hit
28250,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,6,10000+,Pvt Ltd,1,4,not_hit
21615,city_101,0.558,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,70,hit
29644,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,,1,44,hit
338,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,2,45,not_hit
27732,city_46,0.762,Male,No relevent experience,Full time course,High School,,2,,,never,40,not_hit
12560,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,32,hit
26363,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,35,hit
23180,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,224,hit
20597,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,67,hit
20444,city_114,0.926,Male,No relevent experience,,Graduate,STEM,5,<10,Pvt Ltd,1,66,hit
30699,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,5,50-99,Pvt Ltd,1,88,not_hit
14828,city_73,0.754,Male,Has relevent experience,Part time course,High School,,7,<10,Pvt Ltd,2,176,not_hit
14018,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,>4,77,hit
5583,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,1,8,not_hit
5880,city_64,0.666,Female,Has relevent experience,Part time course,Graduate,STEM,5,<10,Early Stage Startup,never,15,hit
23019,city_90,0.698,Male,Has relevent experience,,Graduate,STEM,12,50-99,,4,97,hit
20470,city_114,0.926,,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,hit
27299,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,never,25,not_hit
3791,city_73,0.754,,Has relevent experience,Full time course,Masters,STEM,6,10000+,Public Sector,never,14,not_hit
1552,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NGO,1,42,hit
20023,city_111,0.698,,Has relevent experience,Full time course,Graduate,STEM,7,500-999,NGO,1,8,
4073,city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,>20,,,1,28,hit
25663,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,7,50-99,Pvt Ltd,2,62,hit
29585,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,48,hit
31795,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,20,hit
19763,city_21,0.624,,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,68,hit
11725,city_104,0.924,,Has relevent experience,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,4,10,hit
8932,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,2,10,hit
16459,city_57,0.866,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,66,hit
7383,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,41,hit
26768,city_162,0.767,,Has relevent experience,Full time course,Primary School,,2,,,1,23,not_hit
3978,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,110,hit
26408,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,50-99,,3,44,hit
11429,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,29,hit
9832,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,110,not_hit
13908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,>4,76,hit
3324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,>20,,Public Sector,>4,96,hit
19480,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,106,hit
10645,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,1,60,hit
23998,city_42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,119,hit
3442,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,1,53,hit
29251,city_166,0.649,,Has relevent experience,Full time course,,,5,<10,Other,,188,not_hit
24411,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,Other,3,50-99,Pvt Ltd,3,11,hit
359,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,135,hit
29507,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,61,not_hit
31324,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,63,hit
13971,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,42,hit
15804,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,2,,,never,13,not_hit
18199,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,1,9,
28486,city_16,0.91,Male,No relevent experience,,,,3,,,never,84,not_hit
13932,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,1,106,hit
28404,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Arts,2,,,2,28,hit
5802,city_97,0.925,,No relevent experience,no_enrollment,Primary School,,9,,Pvt Ltd,never,48,not_hit
24609,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,123,hit
4155,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,72,not_hit
13483,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,7,,,2,56,hit
12335,city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,13,,,never,17,hit
25060,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,Other,9,10000+,Pvt Ltd,4,34,hit
5153,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,76,not_hit
21093,city_91,0.691,Female,No relevent experience,,Graduate,STEM,<1,,,never,18,hit
7643,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,,,2,72,hit
30177,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,500-999,Pvt Ltd,2,56,hit
2787,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Other,2,25,not_hit
1241,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,hit
19586,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,1,33,not_hit
11783,city_101,0.558,Male,No relevent experience,no_enrollment,High School,,5,,,never,38,not_hit
490,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,52,not_hit
22349,city_76,0.698,,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Pvt Ltd,,10,not_hit
28106,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,,1,70,hit
7317,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,11,,,1,43,hit
22473,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,105,hit
17061,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,36,hit
9009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,43,hit
23914,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,>4,25,not_hit
27253,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,No Major,1,,,1,290,hit
15686,city_116,0.743,,No relevent experience,no_enrollment,Masters,STEM,7,,Pvt Ltd,1,30,not_hit
18028,city_103,0.92,Male,No relevent experience,Full time course,High School,,9,,,1,82,not_hit
26958,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,2,60,not_hit
4940,city_67,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,218,hit
21778,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,15,hit
15698,city_114,0.926,,Has relevent experience,,Masters,STEM,>20,50-99,Pvt Ltd,>4,35,not_hit
20033,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,25,hit
27366,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,23,hit
10557,city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,9,50-99,Early Stage Startup,never,218,not_hit
16106,city_61,0.913,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,134,hit
246,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,65,hit
21796,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,1,70,not_hit
25162,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,12,,,1,135,not_hit
32544,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,96,hit
3557,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,1,,Pvt Ltd,never,15,hit
2463,city_102,0.804,,No relevent experience,no_enrollment,Graduate,Humanities,4,,,1,43,hit
4615,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,1,144,hit
15394,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,121,hit
5570,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,32,hit
8534,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,3,89,hit
12808,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Other,1,16,hit
14418,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,302,hit
32054,city_21,0.624,,No relevent experience,Part time course,,,4,Oct-49,Pvt Ltd,,40,not_hit
544,city_160,0.92,Female,Has relevent experience,no_enrollment,High School,,10,50-99,Funded Startup,1,35,not_hit
15999,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,4,50,hit
22441,city_101,0.558,,Has relevent experience,Part time course,Masters,STEM,5,<10,Pvt Ltd,1,87,not_hit
5059,city_23,0.899,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,96,hit
5165,city_21,0.624,,No relevent experience,no_enrollment,Masters,STEM,3,,Pvt Ltd,never,2,not_hit
7301,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,100-500,Pvt Ltd,2,38,not_hit
7177,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,7,
14453,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,50,not_hit
17105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,43,hit
20046,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,2,,,,9,
29250,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,144,not_hit
8458,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,Humanities,6,50-99,,1,36,hit
25676,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,never,48,hit
48,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,2,,Pvt Ltd,1,37,hit
17327,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,Oct-49,Pvt Ltd,2,18,hit
6325,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,1000-4999,Pvt Ltd,1,102,hit
28472,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,124,hit
17862,city_149,0.689,Female,Has relevent experience,Full time course,Graduate,STEM,14,,,>4,51,hit
19038,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,1,312,not_hit
31800,city_28,0.939,Male,No relevent experience,Full time course,High School,,7,,,1,182,not_hit
15790,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,132,hit
1595,city_75,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,82,hit
8654,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Funded Startup,1,135,hit
24096,city_97,0.925,,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Early Stage Startup,2,13,hit
23780,city_136,0.897,,No relevent experience,no_enrollment,Primary School,,<1,,,1,50,not_hit
11216,city_103,0.92,Male,Has relevent experience,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,>4,28,hit
32413,city_93,0.865,Male,No relevent experience,no_enrollment,Primary School,,5,50-99,,never,40,not_hit
11675,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,170,hit
4008,city_114,0.926,Male,Has relevent experience,Full time course,Masters,Other,10,50-99,Public Sector,4,28,not_hit
8989,city_21,0.624,,No relevent experience,no_enrollment,Graduate,No Major,11,,,never,66,hit
26122,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,Pvt Ltd,1,9,not_hit
4139,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,11,not_hit
16343,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,17,hit
25352,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,,1,118,hit
22878,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,29,hit
4632,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,9,,Pvt Ltd,never,182,hit
5244,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,,4,76,not_hit
30917,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,>20,,,>4,33,hit
27808,city_41,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,72,hit
4556,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,,107,not_hit
25089,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,never,8,
21528,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,,1,66,hit
3718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,46,hit
698,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,1,Oct-49,Pvt Ltd,1,107,hit
10924,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,94,hit
8510,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,never,50,hit
6904,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,1,,,1,39,hit
21560,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,2,37,not_hit
22490,city_114,0.926,Male,No relevent experience,Full time course,High School,,6,10000+,Pvt Ltd,4,144,not_hit
7273,city_118,0.722,,Has relevent experience,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,3,19,not_hit
32515,city_114,0.926,Other,Has relevent experience,no_enrollment,High School,,16,,,2,28,not_hit
7646,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,47,not_hit
27728,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,>4,7,
5010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,2,42,hit
32024,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,1000-4999,Public Sector,2,37,hit
16988,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,Public Sector,1,48,hit
16478,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,46,hit
1791,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,78,hit
10441,city_99,0.915,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,never,110,hit
5845,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Business Degree,<1,Oct-49,Public Sector,1,102,hit
10081,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,8,
7692,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,>4,128,not_hit
6002,city_102,0.804,,Has relevent experience,Full time course,Graduate,STEM,14,50-99,Public Sector,2,46,hit
30324,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Public Sector,>4,24,not_hit
27171,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,,3,13,not_hit
22137,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,NGO,3,84,hit
6549,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,1000-4999,Pvt Ltd,1,36,hit
2217,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,6,not_hit
21102,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,2,34,hit
9186,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,100,hit
18482,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,52,hit
8842,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,>4,74,hit
18304,city_64,0.666,Male,No relevent experience,Full time course,High School,,2,,,1,110,not_hit
24911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,131,hit
30338,city_114,0.926,,Has relevent experience,,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,12,hit
29732,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,6,
7348,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,51,hit
24697,city_158,0.766,Female,No relevent experience,Full time course,Graduate,STEM,8,,,never,56,hit
5332,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,18,not_hit
7668,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,136,hit
29917,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,14,hit
32687,city_42,0.563,,Has relevent experience,Full time course,Phd,STEM,<1,,,,43,hit
5103,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,108,hit
23634,city_73,0.754,,Has relevent experience,Full time course,High School,,15,50-99,Pvt Ltd,>4,41,not_hit
4161,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,70,hit
17926,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,168,hit
17409,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,224,not_hit
24696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228,hit
8628,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,131,hit
7803,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,46,hit
26593,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,44,hit
19446,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Early Stage Startup,1,7,
11623,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Pvt Ltd,1,68,hit
24843,city_103,0.92,Male,No relevent experience,,,,4,,,never,23,not_hit
27457,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,83,hit
26222,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,149,hit
13702,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,162,hit
10496,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,27,hit
9028,city_165,0.903,,Has relevent experience,Full time course,Graduate,STEM,6,Oct-49,Funded Startup,>4,119,hit
23697,city_149,0.689,,No relevent experience,no_enrollment,High School,,12,,,never,41,not_hit
17258,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Other,never,72,hit
29118,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,3,
21009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,28,hit
17416,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,7,Oct-49,Pvt Ltd,1,39,hit
16999,city_40,0.776,Male,Has relevent experience,no_enrollment,Graduate,No Major,6,<10,Pvt Ltd,3,144,hit
21113,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,184,hit
6814,city_21,0.624,,No relevent experience,Part time course,Graduate,Other,5,Oct-49,Funded Startup,3,37,hit
2286,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,40,hit
31848,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,44,hit
14978,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Oct-49,Early Stage Startup,1,23,not_hit
25014,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,138,not_hit
29058,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,2,76,hit
8650,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Other,5,50-99,Pvt Ltd,2,29,hit
25602,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,1,150,hit
12933,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,9,10000+,Pvt Ltd,1,61,hit
17558,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,3,25,hit
3475,city_103,0.92,Male,Has relevent experience,no_enrollment,,,>20,100-500,Pvt Ltd,1,130,not_hit
27973,city_145,0.555,,No relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,7,
19905,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62,hit
20382,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,<1,,,,89,hit
5940,city_44,0.725,,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,18,not_hit
15220,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,92,not_hit
31035,city_126,0.479,,No relevent experience,no_enrollment,High School,,2,500-999,Pvt Ltd,2,39,not_hit
12590,city_77,0.83,Male,Has relevent experience,no_enrollment,,,8,50-99,Pvt Ltd,>4,25,not_hit
30022,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,294,hit
22414,city_21,0.624,,No relevent experience,,High School,,<1,,,,2,not_hit
4168,city_16,0.91,,Has relevent experience,no_enrollment,Masters,Business Degree,15,1000-4999,Pvt Ltd,2,1,not_hit
10651,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,14,hit
33164,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,80,hit
28376,city_65,0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,12,,,1,88,not_hit
14024,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Public Sector,1,8,
15869,city_150,0.698,,No relevent experience,Full time course,High School,,4,,,2,54,not_hit
31229,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,32,hit
6269,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,>4,160,hit
6680,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,,10,hit
928,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,3,10,hit
19787,city_21,0.624,,Has relevent experience,,Graduate,STEM,4,100-500,Pvt Ltd,3,11,hit
2255,city_14,0.698,,No relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,90,hit
1845,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21,hit
27412,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,36,hit
6561,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,,1,43,not_hit
6679,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,35,hit
2598,city_9,0.743,Male,Has relevent experience,Part time course,Masters,STEM,11,100-500,Pvt Ltd,2,46,not_hit
22758,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,never,53,hit
21371,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,Business Degree,10,50-99,Pvt Ltd,1,15,not_hit
23082,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,2,24,not_hit
22056,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,97,hit
14729,city_16,0.91,Female,No relevent experience,Full time course,High School,,2,,,1,5,not_hit
27236,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,4,94,not_hit
1503,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,1,44,hit
